llm_score,sentiment,length_sec,keyword_hit,text,clip_path,predicted_score,label
8,0.5,26.0,0," I didn't have the legs. So you look at the shot.  So I look at it with rationale and say, okay, well, the reason why I shot airballs, because my legs aren't there.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/84514385f0d0476f9f6c717dede0c844_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_1.mp4,100,1
5,0.0,34.0,0," I am not animating the films.  The projects that say, I don't know if I can animate that.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/84514385f0d0476f9f6c717dede0c844_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_2.mp4,78,0
5,0.0,36.0,0, You know what? I'm doing it.  I'm doing it.  I'm doing it.,/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/84514385f0d0476f9f6c717dede0c844_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_3.mp4,78,0
3,0.4619047619047619,21.0,0," You know, like for me, it's not, you know, you kind of got to get over yourself.  Like, get over yourself. That's where you go.  Get over yourself. Right? And then after that, it's okay.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/84514385f0d0476f9f6c717dede0c844_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_4.mp4,76,0
8,0.5,26.0,0," I didn't have the legs. So you look at the shot.  So I look at it with rationale and say, okay, well, the reason why I shot airballs, because my legs aren't there.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/ea70a5fc8aaf4e02accf4b46adcee7c0_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_1.mp4,100,1
5,0.4619047619047619,21.0,0," You know, like for me, it's not, you know, you kind of got to get over yourself.  Like, get over yourself. That's where you go.  Get over yourself. Right? And then after that, it's okay.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/ea70a5fc8aaf4e02accf4b46adcee7c0_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_2.mp4,84,0
5,0.0,34.0,0," I am not animating the films.  The projects that say, I don't know if I can animate that.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/ea70a5fc8aaf4e02accf4b46adcee7c0_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_3.mp4,78,0
5,0.0,36.0,0, You know what? I'm doing it.  I'm doing it.  I'm doing it.,/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/ea70a5fc8aaf4e02accf4b46adcee7c0_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_4.mp4,78,0
9,0.5,26.0,0," I didn't have the legs. So you look at the shot.  So I look at it with rationale and say, okay, well, the reason why I shot airballs, because my legs aren't there.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/341442081af9498593f54b6d77799a63_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_1.mp4,100,1
5,0.0,34.0,0," I am not animating the films.  The projects that say, I don't know if I can animate that.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/341442081af9498593f54b6d77799a63_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_2.mp4,78,0
5,0.0,36.0,0, You know what? I'm doing it.  I'm doing it.  I'm doing it.,/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/341442081af9498593f54b6d77799a63_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_3.mp4,78,0
4,0.4619047619047619,21.0,0," You know, like for me, it's not, you know, you kind of got to get over yourself.  Like, get over yourself. That's where you go.  Get over yourself. Right? And then after that, it's okay.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/341442081af9498593f54b6d77799a63_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_4.mp4,80,0
8,0.5,26.0,0," I didn't have the legs. So you look at the shot.  So I look at it with rationale and say, okay, well, the reason why I shot airballs, because my legs aren't there.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/3f6d3c1d3d32479cbcd23ef3a55105ef_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_1.mp4,100,1
5,0.4619047619047619,21.0,0," You know, like for me, it's not, you know, you kind of got to get over yourself.  Like, get over yourself. That's where you go.  Get over yourself. Right? And then after that, it's okay.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/3f6d3c1d3d32479cbcd23ef3a55105ef_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_2.mp4,84,0
5,0.0,34.0,0," I am not animating the films.  The projects that say, I don't know if I can animate that.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/3f6d3c1d3d32479cbcd23ef3a55105ef_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_3.mp4,78,0
5,0.0,36.0,0, You know what? I'm doing it.  I'm doing it.  I'm doing it.,/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/3f6d3c1d3d32479cbcd23ef3a55105ef_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_4.mp4,78,0
8,0.5,26.0,0," I didn't have the legs. So you look at the shot.  So I look at it with rationale and say, okay, well, the reason why I shot airballs, because my legs aren't there.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/3675f514d5ca4c40918d532c9e2908ef_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_1.mp4,100,1
5,0.0,34.0,0," I am not animating the films.  The projects that say, I don't know if I can animate that.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/3675f514d5ca4c40918d532c9e2908ef_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_2.mp4,78,0
5,0.0,36.0,0, You know what? I'm doing it.  I'm doing it.  I'm doing it.,/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/3675f514d5ca4c40918d532c9e2908ef_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_3.mp4,78,0
4,0.4619047619047619,21.0,0," You know, like for me, it's not, you know, you kind of got to get over yourself.  Like, get over yourself. That's where you go.  Get over yourself. Right? And then after that, it's okay.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/3675f514d5ca4c40918d532c9e2908ef_THE MINDSET OF A WINNER ｜ Kobe Bryant Champions Advice_clip_4.mp4,80,0
8,0.02500000000000001,27.76,0," If your inner voice is harsh,  When your internal voice becomes calm,",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/c0441fb5245448798bb6564a28ed9627_Talk to Yourself Like This for Just 8 Days! ｜ Dr. Andrew Huberman ｜ BEST ADVICE FOR 2025_clip_1.mp4,90,1
8,-0.125,73.28,1," to I am learning, not failing,  In other words, people who saw failures learning  I'm learning, not failing.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/c0441fb5245448798bb6564a28ed9627_Talk to Yourself Like This for Just 8 Days! ｜ Dr. Andrew Huberman ｜ BEST ADVICE FOR 2025_clip_2.mp4,100,1
8,0.475,25.36,0," So when you say, I am becoming someone who speaks with confidence  You don't have to be fully confident",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/c0441fb5245448798bb6564a28ed9627_Talk to Yourself Like This for Just 8 Days! ｜ Dr. Andrew Huberman ｜ BEST ADVICE FOR 2025_clip_3.mp4,99,1
8,0.30000000000000004,68.08,0," But when you respond with calm presence,  if you speak with intention with presence,",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/c0441fb5245448798bb6564a28ed9627_Talk to Yourself Like This for Just 8 Days! ｜ Dr. Andrew Huberman ｜ BEST ADVICE FOR 2025_clip_4.mp4,96,1
7,0.4,26.8,0," In the field of affective neuroscience, we've learned that emotions are real time signals,  The more accurately we label our emotions, the more we regulate them.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/c0441fb5245448798bb6564a28ed9627_Talk to Yourself Like This for Just 8 Days! ｜ Dr. Andrew Huberman ｜ BEST ADVICE FOR 2025_clip_5.mp4,94,1
8,0.2,24.9,0," If a person has made a wish,  How much time will you make a wish?",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/b604afe909ce4d53a63b419158099376_How To Make Law Of Attraction Work For You？ - COMPLETE GUIDE ｜ Raj Shamani Clips_clip_1.mp4,94,0
7,0.9,65.0,0, And my partner and family are in a happy relationship.  I am in a very happy relationship.,/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/b604afe909ce4d53a63b419158099376_How To Make Law Of Attraction Work For You？ - COMPLETE GUIDE ｜ Raj Shamani Clips_clip_2.mp4,100,1
5,0.0,31.02,0," No, it's not like it.  It's not like that.",/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/b604afe909ce4d53a63b419158099376_How To Make Law Of Attraction Work For You？ - COMPLETE GUIDE ｜ Raj Shamani Clips_clip_3.mp4,78,0
5,0.0,53.0,0, The radio has tuned it.  Our radio is not in the world.,/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/b604afe909ce4d53a63b419158099376_How To Make Law Of Attraction Work For You？ - COMPLETE GUIDE ｜ Raj Shamani Clips_clip_4.mp4,78,1
5,0.0,64.4,0, And this is our attraction.  then it will be the attraction.,/Users/rajatpednekar/Documents/Applications/podcast-to-reels/backend/static/b604afe909ce4d53a63b419158099376_How To Make Law Of Attraction Work For You？ - COMPLETE GUIDE ｜ Raj Shamani Clips_clip_5.mp4,78,1
